WORD TO INSERT,LINKED LIST SET TIME,HASH TABLE SET TIME,BINARY TREE SET TIME
first,42900,44400,200
place,42500,44300,400
she,40400,41500,300
persisted,6300,7000,600
in,36400,39100,300
disbelieving,40300,42700,900
the,41100,42400,200
whole,40400,43000,400
of,40300,41200,100
the,40800,42100,100
matter,42100,43200,400
secondly,7800,8300,800
she,36400,37500,300
was,40200,41300,300
very,41700,43200,300
sure,41700,43100,300
that,42100,43200,200
Mr,41400,42300,300
Collins,29800,31100,500
had,40500,41700,400
been,41900,43400,400
taken,43100,46100,300
in,40000,40800,300
thirdly,7800,8400,500
she,36500,37600,300
trusted,23300,24100,500
that,40800,41900,300
they,40900,42300,400
would,42300,43200,300
never,40900,42000,400
be,39800,40600,200
happy,39000,41300,400
together,38400,40100,400
and,41000,41800,200
fourthly,44100,45500,800
that,42700,43800,200
the,40900,42200,100
match,10200,10800,500
might,35900,36800,400
be,39900,40800,300
broken,44900,46100,900
off,37500,38500,400
Two,42600,43800,1100
inferences,42300,43500,1200
however,42700,43800,400
were,39900,41300,400
plainly,10600,11900,600
deduced,40700,41900,600
from,42300,43500,300
the,41200,42500,200
whole,40700,41900,400
one,40500,41700,300
that,42500,43700,300
Elizabeth,42000,43100,200
was,40400,41700,400
the,40700,42000,200
real,37000,38900,400
cause,15100,16800,700
of,36600,37500,100
the,41000,42200,200
mischief,44300,45900,600
and,41000,41800,200
the,41000,42400,200
other,43100,44400,300
that,42600,43700,200
she,40500,41500,300
herself,44200,45600,500
had,41300,42200,400
been,42500,43500,400
barbarously,40900,42000,600
misused,45100,46400,1000
by,40400,41500,200
them,41800,43100,400
all,40400,41500,300
and,41100,41900,200
on,39900,40800,300
these,42100,43300,400
two,39100,40400,400
points,10600,11500,700
she,36200,39100,400
principally,32100,33100,500
dwelt,43400,44400,900
during,41300,42500,300
the,41100,42400,200
rest,40400,43400,300
of,40500,41400,200
the,40800,42100,100
day,40400,42400,200
Nothing,42500,43800,400
could,42700,45400,400
console,14200,15000,800
and,39900,40800,100
nothing,42200,43500,300
could,41100,42000,300
appease,45000,46200,1200
her,39900,41000,500
Nor,33700,34500,400
did,39100,40000,400
that,43200,44400,300
day,40600,41600,200
wear,43200,44300,1300
out,37500,39400,500
her,39900,40900,400
resentment,39600,40800,400
A,38900,40100,300
week,41800,43400,400
elapsed,45000,46200,700
before,44500,45800,400
she,40700,41800,300
could,41200,42100,400
see,40400,41300,400
Elizabeth,47200,48300,300
without,41400,42600,500
scolding,42900,44400,400
her,40000,41100,400
a,39400,40600,300
month,33200,34000,500
passed,54800,55900,500
away,42000,43100,200
before,42600,43800,300
she,39500,42400,300
could,40100,41000,300
speak,39100,40100,500
to,38900,39700,300
Sir,38900,39700,200
William,43000,46100,300
or,39400,40400,300
Lady,40600,41800,300
Lucas,40900,42600,300
without,40200,41300,400
being,39600,40900,300
rude,42300,43400,800
and,40300,41100,200
many,39900,41200,400
months,9700,10500,700
were,60900,62900,500
gone,56000,58200,400
before,43200,44400,300
she,39700,55900,300
could,40200,41200,300
at,39500,41000,300
all,39600,42600,400
forgive,38700,40000,400
their,41800,43000,300
daughter,41600,43200,300
Mr,63100,64200,400
Bennet,59200,60500,300
s,37300,38800,300
emotions,69000,70600,1100
were,55500,57000,300
much,41200,42600,300
more,104100,105400,300
tranquil,68600,70700,1200
on,53900,55100,300
the,40600,41800,200
occasion,42000,43200,300
and,40500,41400,100
such,56400,57800,300
as,39800,43200,300
he,40300,41200,300
did,39400,40500,400
experience,41200,43000,400
he,40500,41400,300
pronounced,39900,42300,400
to,40200,41300,300
be,40100,41400,300
of,40400,41900,100
a,39300,40900,200
most,39500,40900,500
agreeable,41300,42600,500
sort,34500,35200,700
for,41500,43100,300
it,40500,41600,300
gratified,41600,43800,400
him,40900,43000,400
he,39900,40900,300
said,42500,44600,200
to,40000,40900,200
discover,38700,40000,500
that,42800,44000,300
Charlotte,38700,40700,400
Lucas,42500,43900,300
whom,39100,40800,500
he,40000,40900,300
had,40600,41900,300
been,42400,45700,300
used,37200,38200,400
to,39900,40700,200
think,42700,44400,500
tolerably,37900,40300,500
sensible,42300,45700,500
was,40700,42300,400
as,39400,40600,300
foolish,37800,38900,400
as,39300,40400,300
his,40800,42900,400
wife,44200,47000,300
and,41100,42000,100
more,41800,43000,300
foolish,37800,39000,400
than,41500,44500,300
his,41000,42400,300
daughter,56000,58200,300
Jane,42200,44300,200
confessed,42300,44100,1400
herself,42400,44500,400
a,38200,39500,200
little,43700,46100,300
surprised,36300,38400,500
at,39500,40500,300
the,40200,41800,200
match,10100,10800,500
but,35400,36900,300
she,39600,41000,300
said,41400,42500,200
less,40200,41900,400
of,39700,41100,100
her,39000,40400,500
astonishment,38000,40000,1800
than,75400,76500,300
of,39600,40600,200
her,39200,40300,500
earnest,28400,29600,500
desire,42100,44500,400
for,40100,41100,200
their,42400,43500,300
happiness,36900,38100,400
nor,39100,40200,300
could,39900,40800,300
Elizabeth,40500,43800,300
persuade,41400,42500,300
her,39200,40200,400
to,38900,39700,200
consider,42000,43300,400
it,39300,40300,400
as,38600,39700,300
improbable,41300,42500,1100
Kitty,40700,42200,300
and,40600,41400,200
Lydia,41100,43100,400
were,39200,40600,300
far,71600,72500,400
from,41200,42900,300
envying,44500,46100,800
Miss,38200,39500,400
Lucas,41300,42500,300
for,40300,41300,100
Mr,38900,40000,300
Collins,29200,31100,400
was,39300,40500,300
only,39600,40700,300
a,38400,39500,200
clergyman,28000,29000,800
and,40000,40800,200
it,39400,40400,300
affected,35300,36500,500
them,41000,42900,400
in,39000,40400,400
no,39400,40400,200
other,42100,43600,200
way,38900,40800,500
than,40600,41600,300
as,38500,39600,300
a,38200,39300,200
piece,33900,54500,600
of,56100,57100,100
news,40000,41200,500
to,38900,39700,300
spread,43900,45000,800
at,39400,40400,300
Meryton,39500,40900,400
Lady,40800,42000,300
Lucas,41500,42700,400
could,40000,40800,300
not,39900,40900,200
be,39200,40100,200
insensible,41400,43200,1100
of,39600,40500,100
triumph,34300,35300,400
on,39100,40100,300
being,39900,41600,400
able,36200,38100,300
to,38900,39700,200
retort,44000,45400,800
on,39200,40200,200
Mrs,39800,40900,300
Bennet,44900,46100,300
the,40200,41500,100
comfort,36400,37600,500
of,39800,40700,200
having,40200,41400,400
a,38400,41300,200
daughter,42100,43300,300
well,41800,43000,300
married,43700,45500,300
and,40300,41200,100
she,39800,42900,400
called,41600,42800,200
at,39600,40600,300
Longbourn,39300,40800,400
rather,39700,40600,300
oftener,36700,37800,400
than,40900,41900,300
usual,31300,32500,500
to,39000,39800,400
say,39100,40300,300
how,39400,40400,400
happy,38500,39600,500
she,39700,40700,300
was,39500,40700,300
though,78300,80000,400
Mrs,39600,40800,300
Bennet,43000,44200,200
s,37200,38900,300
sour,42400,43300,1200
looks,15400,16400,500
and,36700,37500,100
ill,38400,39200,500
natured,6000,6800,700
remarks,30900,31900,600
might,39700,40600,300
have,41600,43000,300
been,41000,41900,300
enough,43200,44200,300
to,38900,39700,200
drive,24800,26100,500
happiness,36200,37300,500
away,42000,43100,200
Between,56300,58100,400
Elizabeth,43000,44100,300
and,57600,58500,200
Charlotte,37700,38900,300
there,41500,43500,500
was,39700,40800,300
a,38300,39500,200
restraint,42300,43500,600
which,41800,44000,300
kept,27600,28500,600
them,55200,56500,400
mutually,44900,46500,800
silent,38200,39100,500
on,40400,41300,200
the,41400,42800,200
subject,43000,44100,300
and,41500,42300,200
Elizabeth,42100,43200,200
felt,39200,40300,300
persuaded,7400,8000,500
that,39100,40300,300
no,40900,42000,200
real,37400,38900,400
confidence,32100,33600,800
could,41500,42300,300
ever,40400,41500,500
subsist,47300,49400,800
between,42100,43300,400
them,42500,43700,300
again,40300,41500,400
Her,39800,40600,300
disappointment,14300,15100,800
in,36200,37100,400
Charlotte,38900,40100,300
made,42300,43500,400
her,53500,54600,500
turn,35800,36700,400
with,42100,43100,100
fonder,44300,45700,700
regard,38800,39800,400
to,39200,40000,300
her,39500,40500,500
sister,39400,40600,400
of,39700,40600,100
whose,40400,42100,400
rectitude,42400,43600,1300
and,40500,41300,200
delicacy,29200,30400,600
she,39600,40600,300
was,39400,40500,400
sure,68100,70600,500
her,54300,55300,500
opinion,42600,44000,300
could,40400,41300,400
never,40400,41600,400
be,39200,40100,300
shaken,1900,2400,700
and,39200,40100,200
for,40400,41500,200
whose,39600,40800,400
happiness,37300,38400,500
she,39800,40900,300
grew,36400,37600,400
daily,42700,45900,800
more,41000,42100,400
anxious,40000,41300,200
as,38900,42100,300
Bingley,43600,44800,300
had,39800,40900,400
now,39400,40500,300
been,41900,42800,300
gone,39400,41400,300
a,38400,39500,200
week,42700,44500,400
and,40500,41300,100
nothing,41700,42900,300
more,40700,41800,400
was,39800,41000,400
heard,42400,43600,300
of,39800,40700,100
his,39900,41200,300
return,42000,43100,400
Jane,42600,44300,200
had,39800,40800,300
sent,33200,34200,600
Caroline,35300,36300,400
an,38500,39600,300
early,39500,41800,400
answer,43300,44200,300
to,39300,40100,300
her,39100,40200,400
letter,33500,35300,500
and,40300,41200,100
was,39700,40900,300
counting,43700,46400,900
the,40400,41700,200
days,74100,75300,400
till,40100,41000,500
she,39900,40900,300
might,40000,40900,300
reasonably,41400,42500,1200
hope,40400,42200,400
to,39200,40100,300
hear,39600,40500,300
again,39600,40700,500
The,40600,41800,100
promised,42000,43300,300
letter,33900,34800,400
of,39800,40700,100
thanks,39700,41100,300
from,41700,42800,200
Mr,39200,42100,300
Collins,29400,30600,400
arrived,41500,42700,300
on,39300,40200,200
Tuesday,30600,31700,500
addressed,41300,44600,300
to,39200,40000,300
their,44100,45300,300
father,42100,43200,300
and,40700,41500,200
written,24500,25400,600
with,41500,42400,100
all,40000,41200,400
the,40300,41500,100
solemnity,26300,27200,600
of,39100,40000,100
gratitude,37600,39200,500
which,42000,43200,300
a,38600,39700,200
twelvemonth,35800,37100,400
s,37300,38400,200
abode,25300,27000,600
in,38600,39500,500
the,40500,41800,200
family,40200,41500,400
might,39900,40800,300
have,41800,43200,300
prompted,43600,45300,1200
After,36400,37300,300
discharging,40400,41900,1200
his,40300,41800,400
conscience,11400,12200,1300
on,34900,35900,200
that,42000,43100,300
head,36900,38000,500
he,39300,40200,400
proceeded,6500,7100,700
to,35600,36400,200
inform,44300,45900,1100
them,41300,42500,300
with,42200,43200,100
many,40500,41900,300
rapturous,42900,44300,700
expressions,34000,35800,500
of,39900,40700,200
his,40200,41600,300
happiness,37100,38200,500
in,39400,40300,400
having,40800,41900,300
obtained,32500,33600,600
the,40700,42000,200
affection,37400,39000,500
of,40300,41300,100
their,44300,45500,300
amiable,41300,42800,400
neighbour,40300,41400,400
Miss,38800,39900,300
Lucas,41700,42900,300
and,40600,41500,200
then,40300,41400,500
explained,29200,30400,900
that,42000,43100,200
it,40000,40900,300
was,39900,41100,300
merely,43100,46400,400
with,42400,43400,200
the,40500,41900,200
view,34500,35400,500
of,40000,40900,100
enjoying,9200,11700,500
her,35600,36700,500
society,37900,40500,300
that,42100,43200,200
he,39500,40500,400
had,40000,41000,400
been,41600,42600,300
so,39500,40800,200
ready,58700,60400,400
to,54400,55300,200
close,37600,39300,500
with,42000,43000,200
their,42400,43600,300
kind,37200,38100,400
wish,39200,40200,400
of,39800,40700,100
seeing,39900,42500,500
him,40300,41600,300
again,39300,40300,300
at,39900,40900,200
Longbourn,39200,40300,400
whither,9100,9500,700
he,92700,95500,300
hoped,39500,41300,500
to,39400,40200,300
be,39500,40500,300
able,36500,37600,300
to,39400,40300,300
return,41900,43000,300
on,41000,46100,300
Monday,43100,45200,300
fortnight,41000,42000,400
for,40800,41900,300
Lady,40900,42400,300
Catherine,39000,40300,300
he,39600,40600,300
added,38900,40300,500
so,39400,40700,200
heartily,35400,36600,600
approved,26000,27000,500
his,39700,41100,300
marriage,37400,38400,300
that,42300,43400,200
she,40000,41100,300
wished,41600,42900,400
it,39800,42600,300
to,39300,40100,300
take,41400,42800,300
place,42700,44300,200
as,39100,40200,400
soon,40900,42000,400
as,38800,39900,300
possible,37700,39000,500
which,49100,51500,500
he,42900,44500,500
trusted,23600,24500,700
would,40700,41700,300
be,39500,40500,300
an,38500,39500,300
unanswerable,40000,41700,900
argument,38300,39600,400
with,42400,43500,200
his,40300,43600,400
amiable,41500,43000,300
Charlotte,38000,39200,400
to,39200,40000,200
name,41400,42900,300
an,38800,41700,300
early,39700,41000,400
day,40000,41700,300
for,40600,41700,100
making,41700,43000,400
him,40000,41300,400
the,40600,41800,200
happiest,2500,3100,500
of,38200,39100,200
men,39100,40200,500
Mr,39500,40500,300
Collins,29600,30800,500
s,37400,40400,200
return,41800,42800,300
into,41200,42400,400
Hertfordshire,37500,39400,300
was,39900,41100,300
no,39800,42600,300
longer,34800,35600,600
a,38600,39700,200
matter,41300,42400,400
of,39800,40700,200
pleasure,40700,42300,500
to,39300,40100,200
Mrs,40000,41300,400
Bennet,43300,44400,300
On,36300,37200,300
the,40600,41900,200
contrary,39000,40500,500
she,40000,41000,400
was,39800,41000,300
as,38800,39900,400
much,41600,43500,300
disposed,41100,42200,600
to,61600,62500,200
complain,9400,9900,800
of,35400,36400,100
it,39600,40600,300
as,39000,40000,200
her,39500,42500,500
husband,42300,43400,500
It,39500,40600,200
was,39800,41100,400
very,41400,42800,300
strange,38100,39200,500
that,42300,43400,300
he,39400,40300,400
should,42600,43800,300
come,40600,41800,400
to,39600,40400,300
Longbourn,39400,40400,400
instead,41600,43200,400
of,40000,40900,100
to,39300,40200,200
Lucas,42000,43200,400
Lodge,37700,39000,400
it,41100,42100,300
was,39900,41100,300
also,38000,41000,300
very,41200,42500,200
inconvenient,39800,41000,1000
and,40900,42000,200
exceedingly,32600,33600,600
troublesome,40100,41400,800
She,39100,40400,200
hated,43300,44400,1200
having,40900,42100,400
visitors,15500,16200,700
in,35900,36800,300
the,40500,41800,200
house,42200,43500,300
while,40600,41900,400
her,39600,40600,500
health,34700,35600,500
was,40000,41100,300
so,39400,40600,300
indifferent,24800,25700,700
and,40000,40900,100
lovers,44000,45900,900
were,39500,40900,400
of,41500,42500,200
all,40000,41200,300
people,40500,41800,400
the,40600,42000,100
most,39000,40200,400
disagreeable,37500,39000,500
Such,38400,39500,300
were,39000,40300,300
the,40500,41800,100
gentle,19400,22100,800
murmurs,42600,44100,700
of,40100,41100,100
Mrs,40000,41100,300
Bennet,43600,44800,300
and,40500,43300,100
they,41200,42600,500
gave,39000,40000,300
way,39200,40300,300
only,39800,41000,300
to,39400,40200,200
the,40700,42000,200
greater,40100,41300,400
distress,14600,15400,900
of,35600,36500,100
Mr,41000,63100,300
Bingley,59900,63200,300
s,37400,38500,300
continued,41100,42600,300
absence,30100,31200,600
Neither,44200,45500,600
Jane,42900,44100,200
nor,39300,40300,400
Elizabeth,41300,42400,300
were,39700,41000,300
comfortable,21300,22200,600
on,37900,38900,300
this,42500,43800,300
subject,42200,43400,400
Day,40900,42800,400
after,41600,42600,300
day,40400,41600,300
passed,40500,41700,400
away,42600,43700,300
without,40800,42000,400
bringing,43900,45200,1100
any,39800,40800,300
other,44400,45500,300
tidings,44600,45900,500
of,40100,41100,200
him,40400,41600,300
than,41200,42200,200
the,40900,42300,100
report,41700,43500,300
which,42400,43600,300
shortly,13500,14300,500
prevailed,30500,31600,600
in,39600,40600,400
Meryton,39800,40900,500
of,40000,41000,100
his,40400,41700,300
coming,36200,37300,500
no,39800,40800,200
more,41300,42400,300
to,39400,40200,300
Netherfield,40400,41600,300
the,40600,42000,100
whole,40500,41800,400
winter,37000,37900,500
a,38900,40000,300
report,41400,42400,400
which,82200,83500,300
highly,41200,42500,500
incensed,44000,46500,1100
Mrs,40200,41300,300
Bennet,43600,44800,200
and,40800,41600,200
which,42400,43600,300
she,40200,43200,300
never,40700,41900,400
failed,25700,27800,600
to,38900,39700,300
contradict,16100,17200,500
as,35800,38800,300
a,39000,40100,200
most,39100,40100,400
scandalous,19400,20300,500
falsehood,41900,43700,800
Even,14900,15500,300
Elizabeth,37700,38700,200
began,41300,44100,400
to,39600,40400,200
fear,39500,40600,300
not,40500,41500,300
that,42500,43600,200
Bingley,45900,48800,300
was,40000,41200,400
indifferent,25000,25900,600
but,39200,40100,300
that,42400,43500,200
his,40500,41900,400
sisters,43600,44900,300
would,42000,42900,300
be,39500,40400,300
successful,6800,7500,400
in,36000,36900,400
keeping,3700,4200,500
him,38300,39600,400
away,42500,43600,300
Unwilling,42800,46700,500
as,39200,40300,300
she,40300,41400,300
was,40100,41300,400
to,39600,40400,200
admit,43300,44600,900
an,38900,39900,300
idea,39300,40900,500
so,39700,41100,300
destructive,40600,41800,1500
of,41800,42800,200
Jane,42600,43800,100
s,37800,38900,200
happiness,37700,38800,500
and,41100,41900,200
so,39600,40800,200
dishonorable,40300,41500,1500
to,39800,40600,300
